player_ids,price_change_this_night,net_transfers_in_out_since_last_price_change,net_transfers_in_out_this_day,price_change_so_far_for_this_event ,total_active_players_estimate,players_injured,player_prices_today,net_transfers_in_out_overall_as_of_today,player_name
488,,-47,-21,0,4995264,False,48,-941,Norwood
489,,10,4,0,4995264,False,48,-1971,Osborn
490,,-2266,-577,0,4995264,False,43,-55455,Osula
491,,-43,-10,0,4995264,False,39,-5897,Austin
492,,-267,-73,0,4995264,False,54,1925,Bentancur
493,,-109,-48,0,4995264,False,50,-11736,Bissouma
494,,-20,-2,0,4995264,False,49,-16,Bryan
495,,-320,-178,0,4995264,False,43,-38809,Davies
496,,-506,-96,0,4995264,False,42,-72742,Dier
497,,-508,-204,0,4995264,False,43,-33635,E.Royal
498,,-4020,-1093,0,4995264,True,38,-170261,Forster
499,,-226,-76,0,4995264,False,52,-34930,Højbjerg
500,,-84,-14,0,4995264,False,125,-320975,Kane
501,,-6496,-2818,0,4995264,False,68,56370,Kulusevski
502,,-712,-117,0,4995264,False,47,-42360,Lloris
503,,-58,-11,0,4995264,False,48,-8114,Lo Celso
504,,-46967,-14706,0,4995264,False,80,-369289,Maddison
505,,-66,-11,0,4995264,False,44,-38038,Ndombele
506,,-371385,-110280,-1,4995264,True,57,1696013,Pedro Porro
507,,-270,-42,0,4995264,False,47,-233933,Perišić
508,,22036,6748,0,4995264,False,44,143819,Reguilón
509,,-225893,-72377,-1,4995264,False,71,1034567,Richarlison
510,,-28,-9,0,4995264,False,40,-14496,Rodon
511,,195,-1823,0,4995264,False,49,376532,Romero
512,,-18,-8,0,4995264,False,44,-12592,Sánchez
513,,2324,-408,0,4995264,False,44,53978,Sarr
514,,-7,1,0,4995264,True,44,-363,Sessegnon
515,,-47,-19,0,4995264,False,45,-15185,Skipp
516,,-17292,-7287,0,4995264,False,96,777462,Son
517,,-103,-21,0,4995264,False,40,-40358,Spence
518,,-166,-38,0,4995264,False,40,-56808,Tanganga
519,,-107702,-25987,0,4995264,True,49,555985,Udogie
520,,-23449,-7625,0,4995264,False,53,588318,Vicario
521,,48,9,0,4995264,False,39,-7499,Whiteman
522,,163,50,0,4995264,False,44,-21451,N.Aguerd
523,,1657,829,0,4995264,False,57,-137423,Antonio
524,,-4036,-1732,0,4995264,False,42,1413201,Areola
525,,-521,-89,0,4995264,False,56,-61934,Benrahma
526,,-7085,3211,-1,4995264,False,77,1102673,Bowen
527,,-14,-9,0,4995264,False,52,-4176,Cornet
528,,-3027,-553,0,4995264,False,46,189314,Coufal
529,,-75,-10,0,4995264,False,43,-4325,Coventry
530,,-117,-42,0,4995264,False,42,-64747,Cresswell
531,,-1,0,0,4995264,False,50,-1884,Downes
532,,-603,-603,-1,4995264,False,44,194065,Emerson
533,,-1005,-256,0,4995264,False,42,-171695,Fabianski
534,,-119,-25,0,4995264,False,46,-6818,P.Fornals
535,,-424,-64,0,4995264,False,56,-126068,Ings
536,,22,-4,0,4995264,False,44,-3300,Johnson
537,,-112,-23,0,4995264,False,42,-9426,Kehrer
538,,-2985,-1403,0,4995264,False,42,-624947,Mubama
539,,-2086,-366,0,4995264,False,60,-68530,L.Paquetá
540,,5815,1781,0,4995264,False,54,-148860,Rice
541,,-2,0,0,4995264,False,60,-4998,Scamacca
542,,-2962,-823,0,4995264,False,49,-1071,Souček
543,,-16,-3,0,4995264,False,45,-13798,Vlašić
544,,-770,-195,0,4995264,False,45,18416,Zouma
545,,30741,13442,0,4995264,False,45,37452,Aït-Nouri
546,,-1647,-440,0,4995264,False,39,47932,Bentley
547,,-281,-61,0,4995264,False,40,-48422,Bolla
548,,27,8,0,4995264,False,44,-6976,H.Bueno
549,,-2,-1,0,4995264,False,45,-765,Chiquinho
550,,-7,0,0,4995264,False,45,-1963,Cundle
551,,16016,5991,0,4995264,False,45,70534,Dawson
552,,-154,-21,0,4995264,False,52,-16698,Fábio Silva
553,,-139,-25,0,4995264,False,42,-9993,Giles
554,,-5,0,0,4995264,False,54,-6742,Guedes
555,,-41,-10,0,4995264,False,44,-5909,Hodge
556,,-23,-8,0,4995264,False,40,-5357,Hoever
557,,123084,123084,1,4995264,False,56,549485,Hee Chan
558,,-2423,-1012,-1,4995264,True,50,-61258,Raúl
559,,11483,3316,0,4995264,False,49,9780,João Gomes
560,,-28,-6,0,4995264,False,43,-4326,J.Otto
561,,114,10,0,4995264,False,43,-6315,Jordão
562,,-156,-23,0,4995264,False,49,-8111,Kalajdžić
563,,52368,17288,0,4995264,False,45,91532,Kilman
564,,-2,-29,0,4995264,False,39,-15516,King
565,,-118,-20,0,4995264,False,49,5502,Mario Jr.
566,,-113,-26,0,4995264,False,48,-15344,Matheus N.
567,,63537,63537,1,4995264,False,58,468169,Neto
568,,-7,-2,0,4995264,False,53,-10871,Podence
569,,18808,8885,0,4995264,False,50,13426,José Sá
570,,5922,1691,0,4995264,False,47,19164,Sarabia
571,,-187,-49,0,4995264,False,40,-29153,Šarkić
572,,8669,2650,0,4995264,False,45,29872,N.Semedo
573,,3208,907,0,4995264,False,44,16181,Toti
574,,433,91,0,4995264,False,43,-23981,Boubacar Traore
575,,-224,-61,0,4995264,True,42,-9299,Lockyer
576,,-76,-32,0,4995264,False,43,-3304,Robinson
577,,-171,-54,0,4995264,False,43,-3032,Ogbonna
578,,-20,-13,0,4995264,False,48,-1323,Nelson
579,,27,6,0,4995264,False,39,-1724,Lonergan
580,,-39,-2,0,4995264,False,39,-3449,Karius
581,,-245,-61,0,4995264,False,39,7664,Dummett
582,,-44,-10,0,4995264,False,47,-3388,Mpanzu
583,,-21,-5,0,4995264,True,51,-9900,Solomon
584,,42357,15586,0,4995264,False,46,98023,Pau
585,,-158,-24,0,4995264,True,46,-467553,J.Timber
586,,194,50,0,4995264,False,47,-6432,Chong
587,,2,0,0,4995264,False,47,-4546,Slimane
588,,1598,640,0,4995264,False,44,-41345,Young
589,,0,0,0,4995264,False,50,-1006,Ângelo
590,,-27496,-27496,-1,4995264,True,56,294941,Cunha
591,,-4187,-2366,0,4995264,False,53,-8435,Willian
592,,1,4,0,4995264,False,43,-3210,Larouci
593,,-31,-11,0,4995264,False,51,-5309,T.Bénie
594,,1687,848,0,4995264,False,53,8794,Amdouni
595,,-128,-63,0,4995264,False,44,-9309,Kerkez
596,,-16,99,0,4995264,False,45,-6149,Trafford
597,,34329,10141,0,4995264,False,48,-1510936,Onana
598,,443,56,0,4995264,False,43,-7720,Doherty
599,,-13615,-2219,0,4995264,False,64,-41470,Diaby
600,,-26,-9,0,4995264,True,47,-4108,Redmond
601,,-162,-36,0,4995264,True,52,-9859,Danjuma
602,,-7357,-2843,0,4995264,False,40,-287646,Kaboré
603,,-1256,-361,0,4995264,False,62,-241508,Barnes
604,,335,19,0,4995264,True,45,1430,Aina
605,,-59,-18,0,4995264,True,48,-381,Koleosho
606,,115,45,0,4995264,False,43,-5346,Igor
607,,-37,-11,-1,4995264,False,43,-4137,Radu
608,,-8,-11,0,4995264,False,48,-648,Bruun Larsen
609,,-46,-8,0,4995264,False,51,-7952,Maatsen
610,,267,56,0,4995264,False,44,-19394,Bassey
611,,380,-1481,0,4995264,False,49,112128,Disasi
613,,-237,-54,0,4995264,True,44,-3137,Ugochukwu
614,,-979,-467,0,4995264,False,45,42965,Kaminski
615,,1,-6,0,4995264,False,48,-519,Matheus França
616,,-14479,-3205,0,4995264,True,48,-132251,Gvardiol
617,,202258,-44887,1,4995264,True,72,953137,Højlund
618,,-3,-12,0,4995264,False,45,-718,Kellyman
619,,-324,-62,0,4995264,False,40,-3775,Greenwood
620,,-42,-5,0,4995264,False,45,-382,Olakigbe
621,,-2149,-565,0,4995264,True,45,7956,Hinshelwood
622,,-5,-1,0,4995264,False,40,-3118,Dodgson
623,,-13,-1,0,4995264,False,45,-9882,Burstow
624,,-46,-19,0,4995264,False,45,489,Dobbin
625,,56,0,0,4995264,False,39,-352,De Fougerolles
626,,-833,-217,0,4995264,False,40,9128,Quansah
627,,-23,-10,0,4995264,False,44,-625,Clark
628,,-4,-5,0,4995264,True,43,-2898,Doak
629,,-1,-1,0,4995264,False,44,-487,McConnell
630,,-29902,-10481,0,4995264,False,50,178555,Barkley
631,,-418,-138,0,4995264,True,49,-1490,Brown
632,,42,37,0,4995264,False,44,-408,Forson
633,,-2396,-1137,-1,4995264,False,41,55956,Livramento
634,,84,-10,0,4995264,False,39,793,A.Murphy
635,,-66,-39,0,4995264,False,45,14474,Miley
636,,-120,-28,0,4995264,False,39,-1259,G.Shelvey
637,,433,89,0,4995264,False,39,1887,Powell
638,,2,1,0,4995264,False,50,1074,Vini Souza
639,,1775,-337,0,4995264,False,44,94963,Van de Ven
640,,58,18,0,4995264,False,45,-21952,Scarlett
641,,-74,-9,0,4995264,False,54,-3748,Veliz
642,,-105,-2,0,4995264,False,50,-2076,Álvarez
643,,-182,-52,0,4995264,True,44,-2904,Aarons
644,,-75,-10,0,4995264,False,49,1109,Scott
645,,65,30,0,4995264,False,48,-2352,Y. Chermiti
646,,-68,-9,0,4995264,False,40,655,Hein
647,,-18,-1,0,4995264,False,40,1049,Anang
648,,-5,-1,0,4995264,False,40,-714,Francis-Clarke
649,,-8,0,0,4995264,False,45,-1349,Cannon
650,,3,-3,0,4995264,False,44,128,Onyango
651,,-10,-2,0,4995264,False,45,-780,Stansfield
652,,-4,-3,0,4995264,False,45,9,Dibley-Dias
653,,-151,-35,0,4995264,False,39,481,Seriki
654,,-16,-5,0,4995264,False,45,-1291,Marsh
655,,-30,-16,0,4995264,False,44,683,Brooks
656,,-121,-17,0,4995264,False,44,-262,Hackford
657,,-20,-4,0,4995264,True,45,233,Rak-Sakyi
658,,-19,-1,0,4995264,False,45,-2483,Gordon
659,,-12,-12,0,4995264,False,39,292,Bergström
660,,306,98,0,4995264,False,50,3952,Odobert
661,,-282,-145,0,4995264,False,55,9740,Harrison
662,,50,11,0,4995264,False,49,-496,Adama
663,,-145,-55,-1,4995264,False,49,6273,Hamer
664,,-16304,-2819,0,4995264,False,60,635573,Ward-Prowse
665,,-31,-7,0,4995264,False,44,-61,Krul
666,,-2,0,0,4995264,False,50,-125,T.Davies
667,,-3,-2,0,4995264,True,49,-241,Lavia
668,,-86,-59,0,4995264,False,54,2197,Endo
669,,-48,-11,0,4995264,False,40,467,Vítek
670,,-52,-12,0,4995264,False,40,499,Marschall
671,,0,0,0,4995264,False,40,-365,Humphreys
672,,-34,-7,0,4995264,False,54,778,Zaniolo
673,,-8,-2,0,4995264,True,49,39,Adams
674,,64,17,0,4995264,False,40,953,Delcroix
675,,-303,-62,0,4995264,True,50,1349,A.Ramsey
676,,-1003,-229,0,4995264,False,45,13026,Mavropanos
677,,-16,-16,0,4995264,False,45,2074,Deivid
678,,-4945,-1124,0,4995264,False,65,201034,Doku
679,,-511,-114,0,4995264,False,44,2409,G.Montiel
680,,-25,-4,0,4995264,False,40,45,Beach
681,,7,3,0,4995264,False,45,-19,Diego Moreira
682,,-16,-9,0,4995264,False,40,1127,Johnson
683,,-20,-3,0,4995264,False,45,427,Harris
684,,-1,-4,0,4995264,False,45,470,Brierley
685,,-7,0,0,4995264,False,45,24,Gore
686,,-32,-9,0,4995264,False,40,714,Zych
687,,-1808,-1102,0,4995264,False,45,104021,Petrović
688,,-1535,-409,0,4995264,False,45,52577,Castagne
689,,-280,2647,0,4995264,False,68,267215,Kudus
690,,-71,-13,0,4995264,False,45,3188,Baleba
691,,-59,22,0,4995264,False,57,5963,Beto
692,,6,1,0,4995264,False,40,1291,Benda
693,,-155,-39,0,4995264,False,40,1642,Thomas
694,,2,0,0,4995264,False,49,-51,Massengo
695,,-336,-59,0,4995264,False,40,5826,Altay
696,,2007,457,0,4995264,False,45,7336,Murillo
697,,30,15,0,4995264,False,45,375,S.Bueno
698,,20,5,0,4995264,False,50,108,González
699,,4389,1312,0,4995264,False,45,22972,Lenglet
700,,682,266,0,4995264,False,64,13194,Ansu Fati
701,,13,7,0,4995264,False,45,2254,Ghoddos
702,,-95,-11,0,4995264,False,40,1128,Phillips
703,,-864,-312,0,4995264,False,40,75194,Evans
704,,239,82,0,4995264,False,45,3653,Fraser
705,,72,1,0,4995264,False,55,2585,Sinisterra
706,,13,5,0,4995264,False,53,250,M.Trésor
707,,20,11,0,4995264,False,45,558,Ballo-Touré
708,,-184,-54,0,4995264,False,50,4362,Gravenberch
709,,-47,-6,0,4995264,False,50,3263,Amrabat
710,,-121,-29,0,4995264,False,45,1878,Odysseas
711,,4,-6,0,4995264,False,45,-49,Omobamidele
712,,104,28,0,4995264,False,50,1941,Dominguez
713,,16,2,0,4995264,True,49,110,Sangaré
714,,265,88,0,4995264,False,50,3739,Origi
715,,4,3,0,4995264,False,49,779,Bellegarde
716,,-9,-5,0,4995264,False,40,1205,Gilchrist
717,,-21,-9,0,4995264,False,45,1131,Stutter
718,,-10,-4,0,4995264,False,45,97,Matos
719,,7,4,0,4995264,False,45,227,Hunt
720,,-59,-6,0,4995264,False,45,704,Ola-Adebomi
721,,23,9,0,4995264,False,45,282,Ozoh
722,,-17,1,0,4995264,False,45,1798,Donley
723,,-10,-1,0,4995264,False,40,281,Brooking
724,,1,0,0,4995264,False,45,184,Raymond
725,,38,7,0,4995264,False,40,889,Kim Ji-Soo
726,,-30,-10,0,4995264,False,40,103,Chambers
727,,-1217,-408,0,4995264,False,50,8109,Townsend
728,,171,30,0,4995264,False,39,1036,Scanlon
729,,-12,-2,0,4995264,False,45,85,Luker
730,,5,-2,0,4995264,False,44,153,Oné
731,,-38,-4,0,4995264,False,40,167,Buyabu
732,,11,8,0,4995264,False,40,584,Tanton
733,,26,-1,0,4995264,False,40,1695,Adedokun
734,,-23,-5,0,4995264,False,45,395,Nelson
735,,-6,-1,0,4995264,False,45,107,Sagoe
736,,-29,-1,0,4995264,False,40,1238,Walters
737,,-5,-2,0,4995264,False,45,50,Ibrahim
738,,12,5,0,4995264,False,45,354,Diallo
739,,-35,-1,0,4995264,False,45,1295,Parkinson
740,,-5,-4,0,4995264,False,40,629,Dorrington
741,,73,16,0,4995264,False,45,1507,O’Mahony
742,,11,4,0,4995264,False,45,279,Baker-Boaitey
743,,4,0,0,4995264,False,45,35,Nyoni
744,,-3,-1,0,4995264,False,45,7,Peart-Harris
745,,-60,-9,0,4995264,False,44,314,Ndiweni
746,,122,22,0,4995264,False,40,1561,Jackson
747,,5,5,0,4995264,False,44,207,Duffus
748,,-15,-3,0,4995264,False,45,89,Hugill
749,,10,7,0,4995264,False,45,113,Whittingham
750,,10,0,0,4995264,False,44,199,Chirewa
751,,79,11,0,4995264,False,40,1233,Hubner
752,,16,2,0,4995264,False,40,536,Angelini
753,,14,7,0,4995264,False,40,275,Kavanagh
754,,0,0,0,4995264,False,45,148,Yago Santiago
755,,8,-1,0,4995264,False,45,108,Barrington
756,,0,0,0,4995264,False,40,-22,Pitaluga
757,,23772,-872,0,4995264,False,41,595870,Bradley
758,,1,-1,0,4995264,False,45,43,Castledine
759,,1,2,0,4995264,False,44,108,Peck
760,,3,0,0,4995264,False,45,41,Metcalfe
761,,-40,-6,0,4995264,False,40,47,Campbell
762,,0,-1,0,4995264,False,45,29,Susoho
763,,-24,-4,0,4995264,False,40,186,Adaramola
764,,10,1,0,4995264,False,45,135,Lewis-Skelly
765,,42,8,0,4995264,False,40,349,Proctor
766,,48,14,0,4995264,False,39,950,Kambwala
767,,-36,-4,0,4995264,False,45,126,O'Reilly
768,,-104,-10,0,4995264,False,40,79,Bennett
769,,-2,-1,0,4995264,False,45,18,Hesketh
770,,3,-1,0,4995264,False,45,207,Barnett
771,,1,0,0,4995264,False,45,38,Hamilton
772,,-4,3,0,4995264,False,45,79,Nwaneri
773,,12,4,0,4995264,False,45,73,Orford
774,,44,5,0,4995264,False,40,493,Casey
775,,-1750,-530,0,4995264,False,50,10773,Brereton Díaz
776,,-6278,-2602,-1,4995264,False,63,48944,Werner
777,,-285,-50,0,4995264,False,43,3644,Drăgușin
778,,15,1,0,4995264,False,40,221,Wright
779,,15,4,0,4995264,False,45,83,McDonnell
780,,41,16,0,4995264,False,45,334,Osong
781,,38,11,0,4995264,False,45,487,Gardner
782,,-1,0,0,4995264,False,45,3,Beck
783,,7,4,0,4995264,False,45,200,Gordon
784,,32,7,0,4995264,False,40,301,Scarles
785,,-1,0,0,4995264,False,45,11,Marshall
786,,5,-3,0,4995264,False,45,46,Peupion
787,,17,4,0,4995264,False,45,123,Griffiths
788,,0,0,0,4995264,False,40,11,Mosquera
789,,6,-2,0,4995264,False,40,233,Valdimarsson
790,,3,-4,0,4995264,False,45,140,Grbić
791,,18,-3,0,4995264,False,45,168,Casadei
792,,1864,864,0,4995264,False,45,3820,Muñoz
793,,55,4,0,4995264,False,40,510,Kesler-Hayden
794,,30,9,0,4995264,False,45,191,White
795,,5,-1,0,4995264,False,45,53,Hernes
796,,0,2,0,4995264,False,45,41,Sekularac
797,,50,7,0,4995264,False,40,428,Fredrick
798,,-14,-2,0,4995264,False,40,225,Hashioka
799,,-5,0,0,4995264,False,50,29,Faivre
800,,66,21,0,4995264,False,50,354,N.Lemina
801,,-100,-18,0,4995264,False,50,876,Reyna
802,,2,-11,0,4995264,False,40,315,Kinsey-Wellings
803,,13,15,0,4995264,False,50,364,Rogers
804,,-8,-5,0,4995264,False,50,891,Enes Ünal
805,,455,132,0,4995264,False,40,5014,Assignon
806,,125,29,0,4995264,False,40,491,Estève
807,,285,75,0,4995264,False,50,876,Wharton
808,,1668,289,0,4995264,False,45,2623,Sels
809,,24,9,0,4995264,False,45,428,Ribeiro
810,,9,-2,0,4995264,False,45,130,King
811,,31,10,0,4995264,False,45,98,Sadi
812,,14,-10,0,4995264,False,45,247,Koumas
813,,36,1,0,4995264,False,40,155,Mrozek
814,,14,2,0,4995264,False,45,30,Wright
815,,13,4,0,4995264,False,45,38,Bandeira
816,,256,39,0,4995264,False,40,560,Barco
817,,36,5,0,4995264,False,40,45,Sweet
818,,47,14,0,4995264,False,40,54,Gauci
819,,22,5,0,4995264,False,40,28,Samuels-Smith
820,,18,6,0,4995264,False,45,23,Harrison
821,,106,43,0,4995264,False,45,113,Umeh-Chibueze
822,,108,48,0,4995264,False,45,124,Blacker
823,,22,5,0,4995264,False,45,27,Arblaster
824,,25,25,0,4995264,False,45,39,Danns
