price_change_this_night,net_transfers_in_out_since_last_price_change,net_transfers_in_out_this_day,price_change_so_far_for_this_event ,total_active_players_estimate,players_injured,player_prices_today,net_transfers_in_out_overall_as_of_today,player_ids,player_name
,0,0,0,5281103,False,45,-2412,658,Gordon
,0,0,0,5281103,False,45,969,720,Ola-Adebomi
,0,0,0,5281103,False,45,227,721,Ozoh
,0,0,0,5281103,False,45,187,724,Raymond
,0,0,0,5281103,False,40,299,763,Adaramola
,0,0,0,5281103,False,45,1771,792,Muñoz
,0,0,0,5281103,False,50,417,807,Wharton
,0,0,0,5281103,True,44,-17020,244,André Gomes
,0,0,0,5281103,False,41,357031,245,Branthwaite
,0,0,0,5281103,False,58,-16314,246,Calvert-Lewin
,0,0,0,5281103,False,44,-3256,247,Coleman
,0,0,0,5281103,True,48,-2818,248,Dele
,0,0,0,5281103,False,55,14038,249,A.Doucoure
,0,0,0,5281103,False,49,2930,250,Garner
,0,0,0,5281103,False,44,-2148,251,Gbamin
,0,0,0,5281103,False,43,-7567,252,Godfrey
,0,0,0,5281103,False,53,-29074,253,Gray
,0,0,0,5281103,False,48,-2851,254,Gana
,0,0,0,5281103,False,43,-10152,257,Keane
,0,0,0,5281103,False,54,24030,259,McNeil
,0,0,0,5281103,False,46,579981,260,Mykolenko
,0,0,0,5281103,False,47,-12472,261,Onana
,0,0,0,5281103,False,44,-8025,262,Patterson
,0,0,0,5281103,False,45,-385348,263,Pickford
,0,0,0,5281103,False,45,-3650,264,Simms
,0,0,0,5281103,False,46,379384,265,Tarkowski
,0,0,0,5281103,False,39,-8554,266,J.Virginia
,0,0,0,5281103,False,39,-1685,579,Lonergan
,0,0,0,5281103,False,44,-43707,588,Young
,0,0,0,5281103,False,52,-8999,601,Danjuma
,0,0,0,5281103,False,45,631,624,Dobbin
,0,0,0,5281103,False,48,-2725,645,Y. Chermiti
,0,0,0,5281103,False,45,-1329,649,Cannon
,0,0,0,5281103,False,44,81,650,Onyango
,0,0,0,5281103,False,55,11006,661,Harrison
,0,0,0,5281103,False,57,6253,691,Beto
,0,0,0,5281103,False,45,219,719,Hunt
,0,0,0,5281103,False,45,34,760,Metcalfe
,0,0,0,5281103,False,40,258,761,Campbell
,0,0,0,5281103,False,49,12379,193,Broja
,0,0,0,5281103,True,53,-47406,256,Iwobi
,0,0,0,5281103,False,53,-13894,267,Andreas
,0,0,0,5281103,False,49,3741,268,Cairney
,0,0,0,5281103,False,50,-1007,269,I.Cavaleiro
,0,0,0,5281103,False,53,-1795,270,De Cordova-Reid
,0,0,0,5281103,True,44,-27140,271,Diop
,0,0,0,5281103,False,44,-1536,272,Francois
,0,0,0,5281103,False,44,-7083,273,Knockaert
,0,0,0,5281103,False,40,-9587,274,Kongolo
,0,0,0,5281103,False,48,775349,275,Leno
,0,0,0,5281103,False,43,-16005,276,Lukić
,0,0,0,5281103,False,40,-37580,277,Mbabu
,0,0,0,5281103,False,74,-341020,278,Mitrović
,0,0,0,5281103,False,44,-14029,279,Muniz
,0,0,0,5281103,False,50,9170,280,J.Palhinha
,0,0,0,5281103,False,45,-3271,281,Ream
,0,0,0,5281103,False,45,-60785,282,Reed
,0,0,0,5281103,False,44,90215,283,Robinson
,0,0,0,5281103,False,39,-8225,284,Rodák
,0,0,0,5281103,False,44,-35828,285,Tete
,0,0,0,5281103,False,43,16932,286,Tosin
,0,0,-1,5281103,False,45,-277484,287,Vinícius
,0,0,0,5281103,True,53,-8353,288,Wilson
,0,0,-1,5281103,True,51,-28003,558,Raúl
,0,0,0,5281103,False,53,3558,591,Willian
,0,0,0,5281103,True,44,-19450,610,Bassey
,0,0,0,5281103,False,39,-1180,625,De Fougerolles
,0,0,0,5281103,False,45,-761,651,Stansfield
,0,0,0,5281103,False,45,6,652,Dibley-Dias
,0,0,0,5281103,False,49,-673,662,Adama
,0,0,0,5281103,False,45,525,683,Harris
,0,0,0,5281103,False,45,57823,688,Castagne
,0,0,0,5281103,False,40,1218,692,Benda
,0,0,0,5281103,False,45,419,707,Ballo-Touré
,0,0,0,5281103,False,40,482,732,Tanton
,0,0,0,5281103,False,45,14,796,Sekularac
,0,0,0,5281103,False,45,39,810,King
,0,0,0,5281103,False,39,-9200,289,Adrián
,0,0,0,5281103,False,85,369687,290,Alexander-Arnold
,0,0,0,5281103,False,57,380232,291,A.Becker
,0,0,0,5281103,True,47,-3973,292,Bajcetic
,0,0,-1,5281103,False,74,3033,293,Darwin
,0,0,1,5281103,False,81,1155457,294,Diogo J.
,0,0,0,5281103,False,48,-8601,295,Elliott
,0,0,0,5281103,False,50,-1107,296,Fabinho
,0,0,0,5281103,False,72,-427388,297,Gakpo
,0,0,0,5281103,False,45,137896,298,Gomez
,0,0,0,5281103,False,50,-812,299,Henderson
,0,0,0,5281103,False,49,-958,300,Jones
,0,0,0,5281103,False,37,118510,301,Kelleher
,0,0,0,5281103,False,49,-923,302,Konaté
,0,0,0,5281103,False,74,47496,303,Luis Díaz
,0,0,0,5281103,False,58,-845513,304,Mac Allister
,0,0,0,5281103,True,48,-12259,305,Matip
,0,0,0,5281103,False,40,-16370,306,Phillips
,0,0,0,5281103,False,64,-229833,307,Robertson
,0,0,0,5281103,True,130,-977042,308,Salah
,0,0,0,5281103,False,71,-37783,309,Szoboszlai
,0,0,0,5281103,False,47,-17473,310,Thiago
,0,0,0,5281103,False,45,143249,311,Tsimikas
,0,0,0,5281103,False,40,-2471,312,Van den Berg
,0,0,0,5281103,False,63,434577,313,Virgil
,0,0,0,5281103,False,40,5781,626,Quansah
,0,0,0,5281103,False,44,-658,627,Clark
,0,0,0,5281103,True,44,-2879,628,Doak
,0,0,0,5281103,False,44,-538,629,McConnell
,0,0,0,5281103,False,54,728,668,Endo
,0,0,0,5281103,False,50,4567,708,Gravenberch
,0,0,0,5281103,False,40,231,726,Chambers
,0,0,0,5281103,False,39,374,728,Scanlon
,0,0,0,5281103,False,45,30,743,Nyoni
,0,0,0,5281103,False,40,-7,756,Pitaluga
,0,0,0,5281103,False,41,202173,757,Bradley
,0,0,0,5281103,False,45,18,782,Beck
,0,0,0,5281103,False,45,91,783,Gordon
,0,0,0,5281103,False,49,-482,21,Sambi
,0,0,0,5281103,True,44,-70914,52,Nakamba
,0,0,1,5281103,False,49,138924,314,Adebayo
,0,0,0,5281103,True,39,-15001,315,Andersen
,0,0,0,5281103,False,39,-457803,316,Bell
,0,0,0,5281103,False,46,-5041,317,Berry
,0,0,0,5281103,False,40,3142,318,Burke
,0,0,0,5281103,False,49,-3711,319,Campbell
,0,0,0,5281103,False,48,-788,320,Clark
,0,0,1,5281103,False,46,532351,321,Doughty
,0,0,0,5281103,False,49,-1871,322,Freeman
,0,0,0,5281103,False,40,-42725,323,Macey
,0,0,0,5281103,False,45,-230387,324,McAtee
,0,0,0,5281103,False,45,-1478,325,Mendes
,0,0,0,5281103,False,50,65654,326,Morris
,0,0,0,5281103,False,45,-17474,327,Muskwe
,0,0,0,5281103,False,49,-4338,328,Ogbene
,0,0,0,5281103,False,50,-203,329,Onyedinma
,0,0,0,5281103,False,44,6208,330,Osho
,0,0,0,5281103,False,45,-16792,331,Pepple
,0,0,0,5281103,False,44,-15935,332,Pereira
,0,0,0,5281103,False,39,-1804,333,Potts
,0,0,0,5281103,False,44,-4474,334,Rea
,0,0,0,5281103,False,43,-10080,335,Shea
,0,0,0,5281103,False,45,-25458,336,Taylor
,0,0,0,5281103,False,45,-601,337,Thorpe
,0,0,0,5281103,False,40,-837,338,Walton
,0,0,0,5281103,False,44,-25331,339,Watson
,0,0,0,5281103,False,43,-24304,340,Woodrow
,0,0,0,5281103,False,39,160716,393,Mengi
,0,0,0,5281103,False,42,-9383,553,Giles
,0,0,0,5281103,True,42,-8170,575,Lockyer
,0,0,0,5281103,False,47,-3407,582,Mpanzu
,0,0,0,5281103,False,47,-6782,586,Chong
,0,0,0,5281103,False,40,-262481,602,Kaboré
,0,0,0,5281103,False,45,17948,614,Kaminski
,0,0,0,5281103,False,49,60537,630,Barkley
,0,0,0,5281103,False,49,-881,631,Brown
,0,0,0,5281103,False,40,-699,648,Francis-Clarke
,0,0,0,5281103,False,44,-51,665,Krul
,0,0,0,5281103,False,40,1059,682,Johnson
,0,0,0,5281103,False,50,12022,727,Townsend
,0,0,0,5281103,False,45,128,729,Luker
,0,0,0,5281103,False,45,281,734,Nelson
,0,0,0,5281103,False,40,129,798,Hashioka
,0,0,0,5281103,False,49,-159367,341,Akanji
,0,0,0,5281103,False,50,74529,342,Aké
,0,0,-1,5281103,False,68,2513660,343,J.Alvarez
,0,0,0,5281103,False,65,-28729,344,Bernardo
,0,0,0,5281103,False,44,3133,345,Bobb
,0,0,0,5281103,False,58,-250447,346,Cancelo
,0,0,0,5281103,False,38,-1613,347,Carson
,0,0,0,5281103,False,45,-36,348,Charles
,0,0,1,5281103,False,108,1796680,349,De Bruyne
,0,0,0,5281103,False,55,-169851,350,Rúben
,0,0,0,5281103,False,55,-230506,352,Ederson M.
,0,0,0,5281103,False,79,1908327,353,Foden
,0,0,0,5281103,False,72,-396693,354,Grealish
,0,0,1,5281103,False,142,-2430329,355,Haaland
,0,0,0,5281103,False,47,-76013,356,Kovačić
,0,0,0,5281103,False,49,-32141,357,Laporte
,0,0,0,5281103,False,43,-20005,358,R.Lewis
,0,0,0,5281103,False,75,-5603,359,Mahrez
,0,0,0,5281103,False,38,-6875,361,Ortega Moreno
,0,0,0,5281103,False,44,-1948,363,Perrone
,0,0,0,5281103,False,56,-61156,365,Rodrigo
,0,0,0,5281103,False,38,-19645,366,Sergio Gómez
,0,0,0,5281103,False,39,-1100,367,Steffen
,0,0,0,5281103,False,53,-2136068,368,Stones
,0,0,0,5281103,False,55,1179135,369,Walker
,0,0,0,5281103,False,48,-15199,566,Matheus N.
,0,0,0,5281103,False,48,-66795,616,Gvardiol
,0,0,0,5281103,False,65,191345,678,Doku
,0,0,0,5281103,False,45,26,762,Susoho
